,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,half_life
37,1.0,0.9992114633250699,0.9984235484402276,0.9976362548551687,0.9968495820799755,0.9960635296251168,0.9952780970014471,0.9944932837202068,0.9937090892930218,0.9929255132319029,0.9921425550492459,0.9913602142578307,0.9905784903708219,0.9897973829017677,0.9890168913645998,0.9882370152736335,0.9874577541435668,0.9866791074894805,0.9859010748268379,0.985123655671484,0.9843468495396458,0.9835706559479319,0.982795074413332,0.9820201044532164,0.9812457455853365,0.9804719973278233,0.9796988591991884,0.9789263307183227,0.9781544114044967,0.9773831007773596,0.9766123983569397,0.9758423036636439,0.9750728162182569,0.9743039355419415,0.9735356611562379,0.972767992583064,0.9720009293447142,0.9712344709638597,0.9704686169635485,0.969703366867204,0.9689387201986261,0.9681746764819897,0.9674112352418451,0.9666483960031175,0.9658861582911067,0.9651245216314869,0.9643634855503062,0.9636030495739863,0.9628432132293229,0.9620839760434841,0.9613253375440112,0.9605672972588182,0.9598098547161912,0.9590530094447882,0.9582967609736389,0.9575411088321446,0.9567860525500772,0.9560315916575799,0.9552777256851662,0.9545244541637197,0.953771776624494,0.9530196925991123,0.9522682016195674,0.9515173032182207,0.9507669969278025,0.9500172822814119,0.9492681588125156,0.9485196260549487,0.9477716835429133,0.9470243308109796,0.946277567394084,0.9455313928275302,0.944785806646988,0.9440408083884935,0.9432963975884485,0.9425525737836206,0.9418093365111425,0.9410666853085119,0.9403246197135913,0.9395831392646075,0.9388422435001514,0.9381019319591779,0.9373622041810054,0.9366230597053153,0.9358844980721526,0.9351465188219241,0.9344091214953999,0.9336723056337116,0.9329360707783529,0.932200416471179,0.9314653422544065,0.9307308476706125,0.9299969322627355,0.9292635955740739,0.9285308371482864,0.9277986565293915,0.9270670532617672,0.926336026890151,0.9256055769596391,0.9248757030156867,878.6831109722774
48,1.0,0.9992667255806684,0.9985339888527109,0.9978017894218522,0.9970701268941059,0.9963390008757749,0.9956084109734503,0.9948783567940122,0.9941488379446285,0.9934198540327556,0.9926914046661373,0.9919634894528053,0.9912361080010788,0.9905092599195637,0.9897829448171538,0.9890571623030286,0.9883319119866553,0.9876071934777864,0.9868830063864613,0.9861593503230052,0.9854362248980286,0.9847136297224283,0.9839915644073858,0.9832700285643678,0.9825490218051262,0.9818285437416973,0.9811085939864019,0.9803891721518454,0.9796702778509168,0.9789519106967893,0.9782340703029196,0.9775167562830479,0.9767999682511976,0.9760837058216751,0.9753679686090698,0.9746527562282534,0.9739380682943802,0.9732239044228869,0.9725102642294916,0.9717971473301947,0.9710845533412782,0.970372481879305,0.9696609325611196,0.9689499050038475,0.9682393988248944,0.9675294136419471,0.9668199490729726,0.966111004736218,0.9654025802502103,0.9646946752337562,0.9639872893059419,0.9632804220861331,0.9625740731939745,0.9618682422493896,0.9611629288725807,0.9604581326840287,0.9597538533044925,0.9590500903550094,0.9583468434568946,0.9576441122317405,0.9569418963014175,0.956240195288073,0.9555390088141317,0.9548383365022949,0.9541381779755407,0.9534385328571237,0.9527394007705745,0.9520407813397002,0.9513426741885834,0.9506450789415825,0.9499479952233312,0.9492514226587386,0.948555360872989,0.947859809491541,0.9471647681401284,0.9464702364447591,0.9457762140317155,0.9450827005275538,0.9443896955591042,0.9436971987534705,0.9430052097380297,0.9423137281404325,0.9416227535886021,0.9409322857107351,0.9402423241353003,0.939552868491039,0.9388639184069649,0.9381754735123637,0.9374875334367929,0.9368000978100814,0.9361131662623301,0.9354267384239104,0.9347408139254655,0.9340553923979088,0.9333704734724247,0.932686056780468,0.9320021419537637,0.9313187286243069,0.9306358164243622,0.9299534049864645,944.9300257518422
81,1.0,0.9988620542450112,0.9977254034105636,0.996590046023108,0.9954559806107718,0.9943232057033575,0.9931917198323404,0.9920615215308671,0.9909326093337534,0.989804981777482,0.9886786374002015,0.9875535747417237,0.9864297923435222,0.9853072887487304,0.9841860625021392,0.9830661121501957,0.981947436241001,0.9808300333243084,0.9797139019515214,0.978599040675692,0.9774854480515189,0.9763731226353454,0.9752620629851573,0.9741522676605816,0.9730437352228845,0.9719364642349692,0.9708304532613741,0.9697257008682714,0.9686222056234647,0.9675199660963876,0.9664189808581012,0.965319248481293,0.9642207675402747,0.9631235366109802,0.9620275542709639,0.9609328190993989,0.9598393296770752,0.9587470845863979,0.9576560824113848,0.9565663217376655,0.9554778011524788,0.9543905192446712,0.9533044746046951,0.9522196658246069,0.9511360914980649,0.9500537502203279,0.9489726405882535,0.9478927612002955,0.9468141106565029,0.9457366875585178,0.9446604905095733,0.9435855181144923,0.9425117689796849,0.9414392417131475,0.94036793492446,0.9392978472247852,0.9382289772268655,0.9371613235450227,0.9360948847951549,0.9350296595947354,0.9339656465628109,0.9329028443199994,0.9318412514884884,0.9307808666920335,0.9297216885559565,0.9286637157071431,0.927606946774042,0.9265513803866623,0.9254970151765722,0.9244438497768972,0.923391882822318,0.9223411129490692,0.9212915387949371,0.9202431589992582,0.9191959722029175,0.9181499770483463,0.917105172179521,0.9160615562419611,0.915019127882727,0.9139778857504193,0.9129378284951759,0.911898954768671,0.9108612632241132,0.9098247525162436,0.9087894213013339,0.9077552682371852,0.906722291983126,0.90569049120001,0.9046598645502152,0.9036304106976415,0.9026021283077093,0.9015750160473576,0.9005490725850425,0.8995242965907352,0.8985006867359204,0.8974782416935947,0.8964569601382646,0.8954368407459451,0.8944178821941575,0.8934000831619286,608.7748214155812
87,1.0,0.9988366532527224,0.9976746598810994,0.9965140183106854,0.9953547269688673,0.9941967842848607,0.9930401886897091,0.9918849386162811,0.9907310324992683,0.9895784687751833,0.9884272458823579,0.9872773622609401,0.9861288163528932,0.9849816066019923,0.9838357314538237,0.9826911893557815,0.9815479787570662,0.9804060981086823,0.9792655458634365,0.9781263204759353,0.9769884204025832,0.97585184410158,0.9747165900329197,0.9735826566583874,0.972450042441558,0.9713187458477938,0.970188765344242,0.9690600993998336,0.9679327464852804,0.9668067050730733,0.9656819736374804,0.9645585506545448,0.9634364346020821,0.9623156239596791,0.9611961172086912,0.9600779128322406,0.9589610093152143,0.9578454051442614,0.9567310988077922,0.9556180887959749,0.9545063736007345,0.9533959517157504,0.9522868216364543,0.9511789818600282,0.9500724308854027,0.9489671672132541,0.9478631893460033,0.9467604957878136,0.945659085044588,0.944558955623968,0.9434601060353309,0.9423625347897886,0.9412662404001847,0.940171221381093,0.9390774762488153,0.9379850035213797,0.936893801718538,0.9358038693617643,0.9347152049742525,0.9336278070809149,0.9325416742083794,0.9314568048849884,0.930373197640796,0.9292908510075663,0.9282097635187719,0.9271299337095911,0.9260513601169064,0.9249740412793025,0.923897975737064,0.9228231620321741,0.9217495987083115,0.9206772843108498,0.9196062173868546,0.9185363964850813,0.9174678201559744,0.9164004869516641,0.9153343954259654,0.9142695441343753,0.9132059316340717,0.9121435564839107,0.911082417244425,0.9100225124778218,0.9089638407479815,0.9079064006204545,0.9068501906624602,0.9057952094428849,0.90474145553228,0.9036889275028595,0.9026376239284982,0.9015875433847307,0.9005386844487482,0.8994910456993971,0.8984446257171774,0.8973994230842404,0.8963554363843866,0.8953126642030643,0.8942711051273673,0.8932307577460331,0.892191620649441,0.8911536924296102,595.4750109566348
97,1.0,0.9992078000005339,0.9984162275819071,0.9976252822469497,0.9968349634988863,0.9960452708413348,0.995256203778306,0.9944677618142043,0.993679944453826,0.9928927512023603,0.9921061815653879,0.9913202350488816,0.9905349111592051,0.9897502094031136,0.988966129287753,0.9881826703206593,0.9873998320097589,0.9866176138633679,0.9858360153901922,0.9850550360993264,0.9842746755002545,0.9834949331028487,0.9827158084173697,0.9819373009544662,0.9811594102251744,0.9803821357409178,0.9796054770135074,0.9788294335551403,0.9780540048784006,0.9772791904962581,0.9765049899220688,0.9757314026695739,0.9749584282529,0.9741860661865587,0.9734143159854458,0.9726431771648418,0.9718726492404112,0.9711027317282018,0.9703334241446453,0.969564726006556,0.9687966368311313,0.9680291561359509,0.9672622834389769,0.9664960182585529,0.9657303601134046,0.9649653085226384,0.9642008630057419,0.9634370230825836,0.962673788273412,0.9619111580988559,0.9611491320799235,0.960387709738003,0.9596268905948613,0.9588666741726445,0.9581070599938768,0.9573480475814613,0.9565896364586783,0.9558318261491866,0.9550746161770215,0.954318006066596,0.9535619953426996,0.9528065835304983,0.9520517701555341,0.9512975547437252,0.9505439368213652,0.9497909159151229,0.949038491552042,0.9482866632595411,0.9475354305654133,0.9467847929978253,0.9460347500853179,0.9452853013568054,0.9445364463415753,0.9437881845692878,0.943040515569976,0.9422934388740449,0.9415469540122721,0.9408010605158063,0.9400557579161679,0.9393110457452487,0.9385669235353108,0.9378233908189872,0.9370804471292812,0.9363380919995657,0.9355963249635836,0.934855145555447,0.9341145533096371,0.933374547761004,0.9326351284447661,0.9318962948965102,0.9311580466521907,0.9304203832481299,0.9296833042210176,0.92894680910791,0.9282108974462308,0.9274755687737695,0.9267408226286821,0.9260066585494905,0.925273076075082,0.9245400747447093,874.6182645342584
107,1.0,0.9991704511246214,0.9983415904005795,0.997513417257019,0.9966859311235584,0.9958591314302893,0.9950330176077757,0.9942075890870546,0.9933828452996346,0.9925587856774959,0.99173540965309,0.9909127166593392,0.9900907061296361,0.9892693774978435,0.9884487301982937,0.9876287636657883,0.9868094773355978,0.9859908706434611,0.9851729430255853,0.984355693918645,0.9835391227597823,0.9827232289866061,0.9819080120371918,0.9810934713500812,0.9802796063642815,0.9794664165192654,0.9786539012549708,0.9778420600117999,0.9770308922306191,0.9762203973527591,0.9754105748200135,0.9746014240746392,0.9737929445593557,0.9729851357173449,0.9721779969922505,0.9713715278281778,0.9705657276696932,0.9697605959618237,0.9689561321500572,0.9681523356803409,0.9673492059990821,0.9665467425531472,0.9657449447898614,0.9649438121570084,0.9641433441028301,0.9633435400760259,0.9625443995257525,0.961745921901624,0.9609481066537106,0.9601509532325389,0.9593544610890911,0.9585586296748052,0.9577634584415741,0.9569689468417452,0.9561750943281203,0.9553819003539554,0.9545893643729597,0.9537974858392958,0.953006264207579,0.9522156989328767,0.9514257894707092,0.9506365352770476,0.9498479358083147,0.9490599905213842,0.9482726988735805,0.9474860603226777,0.9467000743269001,0.9459147403449214,0.9451300578358642,0.9443460262593,0.9435626450752483,0.9427799137441769,0.9419978317270009,0.9412163984850828,0.9404356134802315,0.9396554761747031,0.938875986031199,0.9380971425128669,0.9373189450832995,0.9365413932065346,0.9357644863470547,0.9349882239697862,0.9342126055400999,0.9334376305238096,0.9326632983871725,0.9318896085968885,0.9311165606201,0.9303441539243912,0.9295723879777882,0.9288012622487583,0.9280307762062096,0.927260929319491,0.9264917210583915,0.92572315089314,0.9249552182944046,0.924187922733293,0.9234212636813511,0.9226552406105636,0.9218898529933529,0.9211251003025793,835.2246162060273
110,1.0,0.9978952415436495,0.9957949130954586,0.9936990053313302,0.991607508946792,0.9895204146569555,0.9874377131964749,0.9853593953195052,0.9832854517996621,0.9812158734299804,0.9791506510228732,0.9770897754100918,0.9750332374426838,0.9729810279909535,0.9709331379444209,0.9688895582117816,0.9668502797208656,0.9648152934185983,0.9627845902709592,0.9607581612629424,0.9587359973985166,0.9567180897005844,0.9547044292109437,0.9526950069902466,0.950689814117961,0.9486888416923299,0.9466920808303327,0.944699522667645,0.9427111583586,0.9407269790761488,0.9387469760118212,0.9367711403756869,0.934799463396316,0.9328319363207408,0.9308685504144159,0.9289092969611804,0.9269541672632188,0.9250031526410222,0.9230562444333502,0.9211134339971919,0.9191747127077283,0.9172400719582932,0.9153095031603354,0.9133829977433808,0.9114605471549937,0.9095421428607393,0.907627776344146,0.9057174391066671,0.9038111226676433,0.9019088185642649,0.9000105183515347,0.8981162136022299,0.8962258959068652,0.8943395568736549,0.8924571881284763,0.8905787813148321,0.8887043280938134,0.8868338201440626,0.8849672491617369,0.8831046068604704,0.8812458849713388,0.8793910752428213,0.8775401694407649,0.8756931593483471,0.8738500367660404,0.872010793511575,0.8701754214199026,0.8683439123431607,0.8665162581506359,0.8646924507287282,0.8628724819809145,0.861056343827713,0.8592440282066475,0.8574355270722108,0.8556308323958303,0.8538299361658309,0.8520328303874007,0.8502395070825546,0.8484499582900993,0.846664176065598,0.8448821524813349,0.8431038796262802,0.8413293496060549,0.8395585545428957,0.8377914865756202,0.8360281378595917,0.8342685005666848,0.8325125668852502,0.8307603290200805,0.8290117791923749,0.8272669096397056,0.8255257126159824,0.8237881803914192,0.8220543052524988,0.8203240795019393,0.8185974954586597,0.8168745454577457,0.815155221850416,0.8134395170039881,0.8117274233018443,328.97716534594997
133,1.0,0.9972099877903111,0.9944277597487525,0.9916532941574,0.9888865693589226,0.9861275637564139,0.9833762558132227,0.9806326240527858,0.9778966470584592,0.9751683034733524,0.9724475720001602,0.9697344314009975,0.967028860497233,0.9643308381693242,0.9616403433566523,0.9589573550573579,0.9562818523281769,0.9536138142842774,0.9509532200990963,0.9483000490041769,0.9456542802890067,0.9430158933008559,0.9403848674446158,0.9377611821826387,0.9351448170345769,0.9325357515772231,0.9299339654443514,0.9273394383265572,0.9247521499711001,0.9221720801817448,0.9195992088186035,0.9170335157979794,0.9144749810922091,0.9119235847295069,0.9093793067938083,0.9068421274246152,0.9043120268168403,0.9017889852206529,0.8992729829413243,0.8967640003390747,0.8942620178289192,0.8917670158805155,0.8892789750180111,0.8867978758198913,0.8843236989188277,0.881856425001527,0.8793960348085801,0.8769425091343122,0.8744958288266323,0.872055974786884,0.8696229279696965,0.8671966693828357,0.8647771800870561,0.8623644411959529,0.8599584338758146,0.8575591393454762,0.8551665388761721,0.8527806137913901,0.8504013454667263,0.8480287153297382,0.8456627048598016,0.8433032955879642,0.8409504690968029,0.8386042070202793,0.8362644910435962,0.8339313029030554,0.8316046243859141,0.8292844373302437,0.8269707236247874,0.824663465208819,0.8223626440720021,0.8200682422542491,0.8177802418455817,0.8154986249859902,0.8132233738652949,0.8109544707230063,0.8086918978481874,0.8064356375793145,0.80418567230414,0.8019419844595546,0.7997045565314503,0.7974733710545837,0.7952484106124398,0.7930296578370953,0.7908170954090845,0.7886107060572625,0.7864104725586714,0.7842163777384055,0.7820284044694774,0.779846535672684,0.7776707543164737,0.7755010434168128,0.7733373860370534,0.7711797652878012,0.7690281643267832,0.7668825663587169,0.7647429546351786,0.7626093124544728,0.7604816231615025,0.7583598701476378,248.09202746434198
165,1.0,0.9982115309428287,0.9964262605072257,0.9946441829725556,0.9928652926284137,0.9910895837746084,0.9893170507211427,0.9875476877881959,0.9857814893061055,0.9840184496153493,0.9822585630665266,0.9805018240203405,0.97874822684758,0.9769977659291018,0.975250435655812,0.9735062304286487,0.9717651446585636,0.9700271727665041,0.9682923091833958,0.9665605483501243,0.9648318847175175,0.9631063127463279,0.9613838269072147,0.9596644216807262,0.9579480915572819,0.9562348310371553,0.954524634630456,0.9528174968571116,0.9511134122468512,0.949412375339187,0.9477143806833973,0.9460194228385088,0.944327496373279,0.9426385958661793,0.9409527159053772,0.9392698510887191,0.937589996023713,0.9359131453275111,0.934239293626893,0.9325684355582476,0.930900565767557,0.9292356789103784,0.9275737696518276,0.9259148326665615,0.9242588626387613,0.9226058542621155,0.9209558022398026,0.9193087012844743,0.9176645461182387,0.9160233314726429,0.9143850520886572,0.9127497027166566,0.9111172781164054,0.9094877730570401,0.9078611823170518,0.9062375006842708,0.9046167229558487,0.9029988439382424,0.9013838584471974,0.8997717613077308,0.8981625473541154,0.8965562114298623,0.8949527483877052,0.8933521530895834,0.8917544204066252,0.8901595452191322,0.888567522416562,0.8869783468975126,0.8853920135697054,0.8838085173499693,0.8822278531642245,0.8806500159474655,0.879075000643746,0.8775028022061618,0.8759334155968349,0.8743668357868976,0.8728030577564758,0.8712420764946739,0.8696838869995575,0.8681284842781382,0.8665758633463577,0.8650260192290712,0.8634789469600319,0.8619346415818749,0.8603930981461017,0.8588543117130636,0.8573182773519465,0.8557849901407552,0.8542544451662967,0.8527266375241657,0.851201562318728,0.849679214663105,0.8481595896791584,0.8466426824974741,0.8451284882573468,0.8436170021067645,0.8421082192023929,0.8406021347095598,0.8390987438022395,0.8375980416630379,387.2178591604855
191,1.0,0.9988824926135628,0.9977662340498844,0.996651222913396,0.9955374578100886,0.994424937347511,0.9933136601347679,0.9922036247825182,0.991094829902974,0.9899872741098978,0.9888809560186012,0.9877758742459434,0.986672027410329,0.9855694141317071,0.9844680330315683,0.9833678827329443,0.9822689618604051,0.9811712690400581,0.980074802899546,0.9789795620680447,0.9778855451762627,0.976792750856438,0.9757011777423377,0.9746108244692552,0.9735216896740091,0.9724337719949416,0.9713470700719163,0.9702615825463168,0.9691773080610451,0.9680942452605196,0.9670123927906736,0.9659317492989538,0.964852313434318,0.9637740838472342,0.9626970591896781,0.9616212381151323,0.9605466192785838,0.9594732013365227,0.9584009829469406,0.9573299627693288,0.9562601394646764,0.9551915116954692,0.9541240781256874,0.9530578374208044,0.9519927882477848,0.950928929275083,0.9498662591726412,0.9488047766118883,0.9477444802657378,0.9466853688085857,0.9456274409163101,0.9445706952662685,0.9435151305372963,0.9424607454097056,0.9414075385652831,0.9403555086872888,0.9393046544604539,0.9382549745709795,0.937206467706535,0.9361591325562563,0.935112967810744,0.9340679721620624,0.9330241443037368,0.9319814829307532,0.9309399867395554,0.9298996544280442,0.9288604846955755,0.9278224762429585,0.9267856277724547,0.925749937987775,0.9247154055940799,0.9236820292979764,0.9226498078075166,0.9216187398321969,0.9205888240829554,0.9195600592721712,0.918532444113662,0.9175059773226828,0.9164806576159243,0.9154564837115118,0.9144334543290024,0.9134115681893844,0.9123908240150757,0.9113712205299213,0.9103527564591928,0.9093354305295862,0.9083192414692204,0.9073041880076356,0.9062902688757916,0.9052774828060668,0.9042658285322558,0.9032553047895682,0.9022459103146273,0.901237643845468,0.9002305041215354,0.8992244898836835,0.8982195998741733,0.8972158328366713,0.8962131875162479,0.8952116626593761,619.9151954121264
